No,Nama,LLDikti
534,Akademi Manajemen Informatika Dan Komputer Jakarta Teknologi Cipta,6.0
535,Akademi Manajemen Informatika Dan Komputer Kosgoro,10.0
536,Akademi Manajemen Informatika Dan Komputer Lamappapoleonro Soppeng,9.0
537,Akademi Manajemen Informatika Dan Komputer Lampung,2.0
538,Akademi Manajemen Informatika Dan Komputer Luwuk Banggai,16.0
539,Akademi Manajemen Informatika Dan Komputer Mdp,2.0
540,Akademi Manajemen Informatika Dan Komputer Medan Business Polytechnic,1.0
541,Akademi Manajemen Informatika Dan Komputer New Media,8.0
542,Akademi Manajemen Informatika Dan Komputer Pgri Kebumen,6.0
543,Akademi Manajemen Informatika Dan Komputer Raharja Informatika,4.0
544,Akademi Manajemen Informatika Dan Komputer Royal,1.0
545,Akademi Manajemen Informatika Dan Komputer Selat Panjang,10.0
546,Akademi Manajemen Informatika Dan Komputer Serang,4.0
547,Akademi Manajemen Informatika Dan Komputer Sigma,2.0
548,Akademi Manajemen Informatika Dan Komputer Stiekom Sumatera Utara,1.0
549,Akademi Manajemen Informatika Dan Komputer Taruna,7.0
550,Akademi Manajemen Informatika Dan Komputer Veteran Purwokerto,6.0
551,Akademi Manajemen Informatika Dan Komputer Yapenas Kendari,9.0
552,Akademi Manajemen Informatika Dan Komputer Ymi Tegal,6.0
553,Akademi Manajemen Informatika Dan Komputer Ypat,4.0
554,Akademi Manajemen Keuangan BSI Jakarta,3.0
555,Akademi Manajemen Komputer Dan Informatika Ketapang,11.0
556,Akademi Manajemen Koperasi Tantular,7.0
557,Akademi Manajemen Perusahaan Panca Bhakti,11.0
558,Akademi Manajemen Putra Jaya,5.0
559,Akademi Maritim Aceh Darussalam,13.0
560,Akademi Maritim Belawan,1.0
561,Akademi Maritim Bina Bahari,2.0
562,Akademi Maritim Cirebon,4.0
563,Akademi Maritim Djadajat,3.0
564,Akademi Maritim Indonesia Aipi,9.0
565,Akademi Maritim Indonesia Medan,1.0
566,Akademi Maritim Nasional Jaya,3.0
567,Akademi Maritim Nusantara Banjarmasin,11.0
568,Akademi Maritim Nusantara Cilacap,6.0
569,Akademi Maritim Pembangunan Jakarta,3.0
570,Akademi Maritim Sapta Samudra,10.0
571,Akademi Maritim Suaka Bahari,4.0
572,Akademi Maritim Yogyakarta,5.0
573,Akademi Metrologi Dan Instrumentasi,
574,Akademi Militer Magelang,
575,Akademi Minyak Dan Gas Balongan,4.0
576,Akademi Olahraga Prestasi Nasional,3.0
577,Akademi Pariwisata 45 Jayapura,14.0
578,Akademi Pariwisata BSI Bandung,4.0
579,Akademi Pariwisata Buana Wisata Yogyakarta,5.0
580,Akademi Pariwisata Bunda Mulia,3.0
581,Akademi Pariwisata Bunda Padang,10.0
582,Akademi Pariwisata Citra Buana Indonesia,4.0
583,Akademi Pariwisata Dan Perhotelan Darma Agung,1.0
584,Akademi Pariwisata Dan Perhotelan Ganesha,7.0
585,Akademi Pariwisata Denpasar,8.0
586,Akademi Pariwisata Dharma Nusantara Sakti,5.0
587,Akademi Pariwisata Gsp Internasional,3.0
588,Akademi Pariwisata Indonesia Jakarta,3.0
589,Akademi Pariwisata Indraprasta,5.0
590,Akademi Pariwisata Jakarta,3.0
591,Akademi Pariwisata Jakarta International Hotel,3.0
592,Akademi Pariwisata Kupang,15.0
593,Akademi Pariwisata Majapahit,7.0
594,Akademi Pariwisata Mandala Bhakti,6.0
595,Akademi Pariwisata Medan Hotel School,1.0
596,Akademi Pariwisata Nasional Banjarmasin,11.0
597,Akademi Pariwisata Nasional Indonesia Bandung,4.0
598,Akademi Pariwisata Nasional Jakarta,3.0
599,Akademi Pariwisata NHI Bandung,4.0
600,Akademi Pariwisata Nusantara Jaya,3.0
601,Akademi Pariwisata Nusantara Medan,1.0
602,Akademi Pariwisata Paramitha Bukittinggi,10.0
603,Akademi Pariwisata Paramitha Jakarta,3.0
604,Akademi Pariwisata Patria Indonesia,3.0
605,Akademi Pariwisata Pertiwi,3.0
606,Akademi Pariwisata Saint Mary,3.0
607,Akademi Pariwisata Satu Nusa,2.0
608,Akademi Pariwisata Stipary,5.0
609,Akademi Pariwisata Tridaya,3.0
610,Akademi Pariwisata Widya Nusantara Surakarta,6.0
611,Akademi Pariwisata Yogyakarta,5.0
612,Akademi Pekerjaan Sosial Kupang,15.0
613,Akademi Pelayaran Nasional Surakarta,6.0
614,Akademi Pelayaran Niaga Indonesia Semarang,6.0
615,Akademi Pendidikan Kesehatan Talitakum,
616,Akademi Penerbang Indonesia Banyuwangi,
617,Akademi Perawat Kesehatan Provinsi Ntb,
618,Akademi Perawatan Karya Bakti Husada Yogyakarta,
619,Akademi Perekam Dan Info Kes Sihat Beurata,
620,Akademi Perekam Dan Informasi Kesehatan Iris,
621,Akademi Perekam Dan Informatika Kesehatan Widya Dharma,
622,Akademi Perekam Medis Dan Infokes Bhumi Husada,
623,Akademi Perekam Medis Dan Informatika Kesehatan Bandung,
624,Akademi Perikanan Bhima Sakti,2.0
625,Akademi Perikanan Kamasan Biak,14.0
626,Akademi Perikanan Yogyakarta,5.0
627,Akademi Perkeretaapian Indonesia Madiun,
628,Akademi Perpajakan Panca Bhakti,11.0
629,Akademi Perpajakan Tridarma,2.0
630,Akademi Pertanian Yogyakarta,5.0
631,Akademi Peternakan Brahma Putra,5.0
632,Akademi Peternakan Karanganyar,6.0
633,Akademi Pimpinan Perusahaan,
634,Akademi Refraksi Optisi Binalita Sudama,1.0
635,Akademi Refraksi Optisi Dan Optometry Gapopin,
636,Akademi Refraksi Optisi Kartika Indera Persada,
637,Akademi Refraksi Optisi Leprindo Jakarta,
638,Akademi Refraksi Optisi Surabaya,
639,Akademi Refraksi Optisi Ylptk,
640,Akademi Sekretari Budi Luhur,3.0
641,Akademi Sekretari Dan Manajemen Ariyanti,4.0
642,Akademi Sekretari Dan Manajemen Bina Insani,4.0
643,Akademi Sekretari Dan Manajemen Desanta,5.0
644,Akademi Sekretari Dan Manajemen Dharma Budhi Bhakti,3.0
645,Akademi Sekretari Dan Manajemen Don Bosco,3.0
646,Akademi Sekretari Dan Manajemen Indonesia Jayapura,14.0
647,Akademi Sekretari Dan Manajemen Indonesia Surabaya,7.0
648,Akademi Sekretari Dan Manajemen Kencana Bandung,4.0
649,Akademi Sekretari Dan Manajemen Lepisi,4.0
650,Akademi Sekretari Dan Manajemen Mataram,8.0
651,Akademi Sekretari Dan Manajemen Persada Bunda,10.0
652,Akademi Sekretari Dan Manajemen Sriwijaya,2.0
653,Akademi Sekretari Dan Manajemen Widya Dharma,11.0
654,Akademi Sekretari Interstudi,3.0
655,Akademi Sekretari Manajemen Amsir Pare-Pare,9.0
656,Akademi Sekretari Manajemen Cendana,1.0
657,Akademi Sekretari Manajemen Indonesia Pontianak,11.0
658,Akademi Sekretari Manajemen Indonesia Publik,9.0
659,Akademi Sekretari Manajemen Taruna Bakti,4.0
660,Akademi Sekretari Marsudirini Santa Maria,6.0
661,Akademi Sekretari Santa Theresia,3.0
662,Akademi Sekretari Widya Mandala Surabaya,7.0
663,Akademi Sekretaris Manajemen Indonesia Citra Nusantara,11.0
664,Akademi Seni Dan Desain Indonesia Surakarta,6.0
665,Akademi Seni Rupa Dan Desain Iswi Jakarta,3.0
666,Akademi Seni Rupa Dan Desain Msd,5.0
667,Akademi Statistika Muhammadiyah Semarang,6.0
668,Akademi Tata Boga Bandung,4.0
669,Akademi Teknik Adikarya,10.0
670,Akademi Teknik Biak,14.0
671,Akademi Teknik Dan Keselamatan Penerbangan Makassar,
672,Akademi Teknik Dan Keselamatan Penerbangan Medan,
673,Akademi Teknik Dan Keselamatan Penerbangan Surabaya,
674,Akademi Teknik Deli Serdang,1.0
675,Akademi Teknik Deli Serdang Lubuk Pakam,1.0
676,Akademi Teknik Elektro Medik Semarang,
677,Akademi Teknik Elektromedik Andakara,
678,Akademi Teknik Elektromedik Kupula Aceh,13.0
679,Akademi Teknik Elektromedik Muhammadiyah Makassar,
680,Akademi Teknik Gigi Hang Tuah Jakarta,
681,Akademi Teknik Indonesia Cut Meutia,1.0
682,Akademi Teknik Informatika Tunas Bangsa,3.0
683,Akademi Teknik Kupang,15.0
684,Akademi Teknik Mesin Industri,4.0
685,Akademi Teknik Pembangunan Nasional,11.0
686,Akademi Teknik Perkapalan Veteran,6.0
687,Akademi Teknik Pika,6.0
688,Akademi Teknik Radiodiagnostik Dan Radioterapi (ATRO) Banda Aceh,13.0
689,Akademi Teknik Radiodiagnostik Dan Radioterapi (ATRO) Citra Bangsa Yogyakarta,
690,Akademi Teknik Radiodiagnostik Dan Radioterapi Bali,
691,Akademi Teknik Radiodiagnostik Dan Radioterapi Citra Intan Persada,
692,Akademi Teknik Radiodiagnostik Dan Radioterapi Nusantara,3.0
693,Akademi Teknik Radiodiagnostik Dan Radioterapi Patriot Bangsa,
694,Akademi Teknik Radiodiagnostik Dan Radioterapi Widya Dharma,
695,Akademi Teknik Radiodiagnostik Dan Radioterapi Yayasan Amal Bhakti Medan,
696,Akademi Teknik Soroako,9.0
697,Akademi Teknik Telekomunikasi Sandhy Putra Jakarta,3.0
698,Akademi Teknik Tirta Wiyata,6.0
699,Akademi Teknik Wacana Manunggal Semarang,6.0
700,Akademi Teknik Ykpn,5.0
701,Akademi Teknologi Adi Unggul Bhirawa (Aub) Surakarta,6.0
702,Akademi Teknologi Aeronautika Siliwangi,4.0
703,Akademi Teknologi Aub,6.0
704,Akademi Teknologi Bank Darah Surakarta,
705,Akademi Teknologi Bogor,4.0
706,Akademi Teknologi Industri Dewantara Palopo,9.0
707,Akademi Teknologi Industri Immanuel Medan,1.0
708,Akademi Teknologi Warga Surakarta,6.0
709,Akademi Telekomunikasi Bogor,4.0
710,Akademi Televisi Indonesia,3.0
711,Akademi Terapi Wicara,
712,Akademik Kebidanan Armina Centre Panyabungan,1.0
713,Akademik Teknik Biak,14.0
714,AKTEK Radiodiagnostik &Amp; Radioterapi Muhammadiyah,
715,AMIK Akmi,2.0
716,AMIK Bina Sriwijaya,2.0
717,AMIK Bukittinggi,10.0
718,AMIK Bumi Nusantara,4.0
719,AMIK Cipta Darma,6.0
720,AMIK Citra Buana Indonesia,4.0
721,AMIK Datuk Parpatiah Nan Sabatang,10.0
722,AMIK Depati Parbo Kerinci,10.0
723,AMIK Dian Cipta Cendikia,2.0
724,AMIK Dian Cipta Cendikia Pringsewu,2.0
725,AMIK Indonesia,13.0
726,AMIK Jakarta Teknologi Cipta,6.0
727,AMIK Lembah Dempo,2.0
728,AMIK Mapan Tangerang,4.0
729,AMIK Master Lampung,2.0
730,AMIK Medan Business Polytechnic,1.0
731,AMIK Mitra Gama,10.0
732,AMIK Pakarti Luhur,4.0
733,AMIK Panca Bhakti,11.0
734,AMIK Parbina Nusantara,1.0
735,AMIK Purnama Niaga,4.0
736,AMIK Raharja Informatika,4.0
737,AMIK Sigma,2.0
738,AMIK Stiekom Sumatera Utara,1.0
739,AMIK Tomakaka,9.0
740,AMIK Tri Dharma Palu,16.0
741,AMIK Tri Dharma Pekanbaru,10.0
742,AMIK Tunas Bangsa,1.0
743,AMIK Wahana Mandiri Tangerang,4.0
744,AMIK Widya Loka Medan,1.0
745,Asm Marsudirini Santa Maria,5.0
746,ASMI Airlangga Balikpapan,11.0
747,Iai Agus Salim Metro Lampung,
748,IAIN Ambon,
749,IAIN Bengkulu,
750,IAIN Bukittinggi,
751,IAIN Jember,
752,IAIN Kendari,
753,IAIN Langsa,
754,IAIN Manado,
755,IAIN Palangkaraya,
756,IAIN Palopo,
757,IAIN Pontianak,
758,IAIN Purwokerto,
759,IAIN Salatiga,
760,IAIN Samarinda,
761,IAIN Sultan Amai Gorontalo,
762,IAIN Surakarta,
763,IAIN Syekh Nurjati Cirebon,
764,IAIN Ternate,
765,IAIN Tulungagung,
766,Iisip Yapis Biak,14.0
767,IKIP Budi Utomo,7.0
768,IKIP Gunung Sitoli,1.0
769,IKIP Mataram,8.0
770,IKIP Muhammadiyah Maumere,15.0
771,IKIP Pgri Bali,8.0
772,IKIP Pgri Bojonegoro,7.0
773,IKIP Pgri Jember,7.0
774,IKIP Pgri Kaltim,11.0
775,IKIP Pgri Pontianak,11.0
776,IKIP Pgri Wates,5.0
777,IKIP Saraswati,8.0
778,IKIP Veteran Jawa Tengah,6.0
779,IKIP Widya Darma,7.0
780,Insitut Agama Islam Yasni Bungo,
781,Institut Teknologi Telkom Surabaya,7.0
782,Institut Agama Hindu Negeri Tampung Penyang,
783,Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,
784,Institut Agama Islam Muhammadiyah Sinjai,
785,Institut Agama Islam (Iai) Al-Azhaar Lubuklinggau,
786,Institut Agama Islam (Iai) Al-Aziziyah Samalanga Biereun Aceh,
787,Institut Agama Islam (Iai) Al-Khoziny,
788,Institut Agama Islam (Iai) Al-Qolam,
789,Institut Agama Islam (Iai) Bani Fattah Jombang,
790,Institut Agama Islam (Iai) Nurul Hakim Kediri Lombok Barat Ntb,
791,Institut Agama Islam (Iai) Pangeran Diponegoro Nganjuk,
792,Institut Agama Islam (Iai) Syarifuddin Wonorejo Lumajang,
793,Institut Agama Islam Abdullah Said Batam,
794,Institut Agama Islam Al Mawaddah Warrahmah Kolaka Sulawesi Tenggara,
795,Institut Agama Islam Al Zaytun Indonesia,
796,Institut Agama Islam Al-Amanah Jeneponto,
797,Institut Agama Islam Al-Aziziyah Samalanga Biereuen Aceh,
798,Institut Agama Islam Al-Falah As-Sunniyah Kencong Jember Jawa Timur,
799,Institut Agama Islam Al-Hikmah Tuban,
800,Institut Agama Islam Al-Khairat Pamekasan Jawa Timur,
801,Institut Agama Islam Al-Khoziny,
802,Institut Agama Islam Almuslim Aceh,
803,Institut Agama Islam Al-Qodiri Jember,
804,Institut Agama Islam Al-Qolam,
805,Institut Agama Islam Al-Qur'An Al-Ittifaqiah Indralaya,
806,Institut Agama Islam An Nur Lampung,
807,Institut Agama Islam As Siddiq Kie Raha Maluku Utara,
808,Institut Agama Islam As'Adiyah Sengkang,
809,Institut Agama Islam Az-Zaytun Indonesia,
810,Institut Agama Islam Bakti Negara Tegal,
811,Institut Agama Islam Bani Fattah Jombang,
812,Institut Agama Islam Banten,
813,Institut Agama Islam Bunga Bangsa Cirebon,
814,Institut Agama Islam Cipasung,
815,Institut Agama Islam Cipasung (Iaic) Tasikmalaya,
816,Institut Agama Islam Cirebon,
817,Institut Agama Islam Daar Al-Ulum (Iaidu) Asahan,
818,Institut Agama Islam Dar Aswaja Rokan Hilir,
819,Institut Agama Islam Darul Da'Wah Wal Irsyad Polewali Mandar,
820,Institut Agama Islam Darullughah Wadda'Wah Bangil,
821,Institut Agama Islam Darussalam (Iaid) Ciamis Jawa Barat,
822,Institut Agama Islam Darussalam Blokagung Banyuwangi,
823,Institut Agama Islam Darussalam Martapura Kalimantan Selatan,
824,Institut Agama Islam Faqih Asy'Ari Kediri,
825,Institut Agama Islam Hamzanwadi Nw Lombok Timur,
826,Institut Agama Islam Hamzanwadi Nw Pancor Lombok Timur,
827,Institut Agama Islam Hamzanwadi Pancor,
828,Institut Agama Islam Ibrahimy (Iaii) Sukorejo Situbondo,
829,Institut Agama Islam Ibrahimy Genteng,
830,Institut Agama Islam Ibrahimy Genteng Banyuwangi,
831,Institut Agama Islam Ibrahimy Sukorejo Situbondo,
832,Institut Agama Islam Imam Ghozali (Iaiig) Cilacap,
833,Institut Agama Islam Imam Ghozali Cilacap,
834,Institut Agama Islam Jami`At Kheir Jakarta,
835,Institut Agama Islam Latifah Mubarokiyah (Iailm) Suryalaya Tasikmalaya,
836,Institut Agama Islam Latifah Mubarokiyah Suryalaya Tasikmalaya,
837,Institut Agama Islam Ma'Arif Metro Lampung,
838,Institut Agama Islam Ma'Arif Nu (Iaimnu) Metro Lampung,
839,Institut Agama Islam Ma'Arif Nu Metro,
840,Institut Agama Islam Ma'Arif Nu Metro Lampung,
841,Institut Agama Islam Muhammad Azim Jambi,
842,Institut Agama Islam Muhammadiyah Bima,
843,Institut Agama Islam Nahdlatul Ulama (Iai Nu) Kebumen,
844,Institut Agama Islam Nahdlatul Ulama Kebumen,
845,Institut Agama Islam Nahdlatul Ulama Tuban,
846,Institut Agama Islam Nasional Laa Roiba Bogor Jawa Barat,
847,Institut Agama Islam Negeri Ambon,
848,Institut Agama Islam Negeri Batusangkar,
849,Institut Agama Islam Negeri Bengkulu,
850,Institut Agama Islam Negeri Bone,
851,Institut Agama Islam Negeri Curup,
852,Institut Agama Islam Negeri Fattahul Muluk Papua,
853,Institut Agama Islam Negeri Jember,
854,Institut Agama Islam Negeri Kediri,
855,Institut Agama Islam Negeri Kendari,
856,Institut Agama Islam Negeri Kerinci,
857,Institut Agama Islam Negeri Kudus,
858,Institut Agama Islam Negeri Lhokseumawe,
859,Institut Agama Islam Negeri Madura,
860,Institut Agama Islam Negeri Metro,
861,Institut Agama Islam Negeri Padangsidimpuan,
862,Institut Agama Islam Negeri Palangkaraya,
863,Institut Agama Islam Negeri Palopo,
864,Institut Agama Islam Negeri Palu,
865,Institut Agama Islam Negeri Parepare,
866,Institut Agama Islam Negeri Pekalongan,
867,Institut Agama Islam Negeri Ponorogo,
868,Institut Agama Islam Negeri Pontianak,
869,Institut Agama Islam Negeri Purwokerto,
870,Institut Agama Islam Negeri Salatiga,
871,Institut Agama Islam Negeri Samarinda,
872,Institut Agama Islam Negeri Sorong,
873,Institut Agama Islam Negeri Sultan Amai Gorontalo,
874,Institut Agama Islam Negeri Sultan Maulana Hasanuddin Banten,
875,Institut Agama Islam Negeri Surakarta,
876,Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,
877,Institut Agama Islam Negeri Syekh Nurjati Cirebon,
878,Institut Agama Islam Negeri Takengon,
879,Institut Agama Islam Negeri Ternate,
880,Institut Agama Islam Negeri Tulungagung,
881,Institut Agama Islam Ngawi Jawa Timur,
882,Institut Agama Islam Nurul Jadid Paiton Probolinggo (Iainj),
883,Institut Agama Islam Nusantara Batang Hari,
884,Institut Agama Islam Pangeran Diponegoro Nganjuk,
885,Institut Agama Islam Qomaruddin,
886,Institut Agama Islam Qomaruddin Gresik,
887,Institut Agama Islam Qomarul Huda,
888,Institut Agama Islam Qomarul Huda Bagu Lombok Tengah Ntb,
889,Institut Agama Islam Riyadlatul Mujahidin Ngabar (Iairm) Ponorogo,
890,Institut Agama Islam Sahid,
891,Institut Agama Islam Sahid Bogor,
892,Institut Agama Islam Shalahuddin Al-Ayyubi (Inisa) Tambun Bekasi,
893,Institut Agama Islam Sukabumi,
894,Institut Agama Islam Sultan Muhammad Syafiuddin Sambas,
895,Institut Agama Islam Sumbar,
896,Institut Agama Islam Sunan Giri (Insuri) Ponorogo,
897,Institut Agama Islam Sunan Giri Bojonegoro,
898,Institut Agama Islam Sunan Giri Ponorogo,
899,Institut Agama Islam Sunan Kalijogo Malang Jawa Timur,
900,Institut Agama Islam Syarifuddin Wonorejo Lumajang,
901,Institut Agama Islam Tafaqquh Fiddin Dumai,
902,Institut Agama Islam Tarbiyatut Tholabah Lamongan Jawa Timur,
903,Institut Agama Islam Tazkia,
904,Institut Agama Islam Tebo,
905,Institut Agama Islam Tribakti (Iait) Kediri,
906,Institut Agama Islam Tribakti Kediri,
907,Institut Agama Islam Uluwiyah Mojokerto,
908,Institut Agama Islam Yasni Bungo,
909,Institut Agama Kristen Negeri Ambon,
910,Institut Agama Kristen Negeri Manado,
911,Institut Agama Kristen Negeri Tarutung,
912,Institut Bio Scientia Internasional Indonesia,3.0
913,Institut Bisnis Dan Informatika (Ibi) Kosgoro 1957,3.0
914,Institut Bisnis Dan Informatika Kesatuan,4.0
915,Institut Bisnis Dan Informatika Kwik Kian Gie,3.0
916,Institut Bisnis Dan Informatika STIKOM Surabaya,7.0
917,Institut Bisnis Dan Keuangan (Ibk) Nitro,9.0
918,Institut Bisnis Dan Keuangan Nitro,9.0
919,Institut Bisnis Dan Multimedia ASMI Jakarta,3.0
920,Institut Bisnis Dan Teknologi Pelita Indonesia,10.0
921,Institut Bisnis Informasi Teknologi Dan Bisnis,1.0
922,Institut Bisnis Muhammadiyah Bekasi,4.0
923,Institut Bisnis Nusantara,3.0
924,Institut Desain Dan Bisnis Bali,8.0
925,Institut Dirosat Islamiyah Al-Amien Prenduan Sumenep,
926,Institut Hindu Dharma Negeri Denpasar,
927,Institut Ilmu Al Qur'An An Nur Yogyakarta,
928,Institut Ilmu Al Qur'An An-Nur Yogyakarta,
929,Institut Ilmu Al-Qur`An (Iiq) Jakarta,
930,Institut Ilmu Al-Qur`An Jakarta,
931,Institut Ilmu Al-Qur`An Jannatu Adnin Kendari,
932,Institut Ilmu Keislaman Annuqayah,
933,Institut Ilmu Keislaman Annuqayah (Instika) Guluk-Guluk Sumenep,
934,Institut Ilmu Keislaman Zainul Hasan Genggong,
935,Institut Ilmu Kesehatan Bhakti Wiyata Kediri,7.0
936,Institut Ilmu Kesehatan Dan Teknologi Muhammadiyah Palembang,
937,Institut Ilmu Kesehatan Medika Persada Bali,8.0
938,Institut Ilmu Kesehatan Pelamonia Kesdam Xiv/Hasanuddin,
939,Institut Ilmu Kesehatan Strada Indonesia,7.0
940,Institut Ilmu Sosial Dan Bisnis Andi Sapada,9.0
941,Institut Ilmu Sosial Dan Budaya Samawa Rea,8.0
942,Institut Ilmu Sosial Dan Ilmu Budaya Budaya Samawa Rea,8.0
943,Institut Ilmu Sosial Dan Ilmu Politik Jakarta,3.0
944,Institut Ilmu Sosial Dan Ilmu Politik Yapis Biak,14.0
945,Institut Ilmu Sosial Dan Manajemen Stiami,3.0
946,Institut Informatika Dan Bisnis Darmajaya,2.0
947,Institut Informatika Indonesia Surabaya,7.0
948,Institut Injil Indonesia,
949,Institut Islam Mambaul Ulum Surakarta,
950,Institut Islam Nahdlatul Ulama Temanggung,
951,Institut Kariman Wirayudha Sumenep Madura,
952,Institut Keguruan Dan Ilmu Pendidikan Gunung Sitoli,1.0
953,Institut Keguruan Dan Ilmu Pendidikan Mataram,8.0
954,Institut Keguruan Dan Ilmu Pendidikan Pgri Bali,8.0
955,Institut Keguruan Dan Ilmu Pendidikan Pgri Bojonegoro,7.0
956,Institut Keguruan Dan Ilmu Pendidikan Pgri Kalimantan Timur,11.0
957,Institut Keguruan Dan Ilmu Pendidikan Pgri Pontianak,11.0
958,Institut Keguruan Dan Ilmu Pendidikan Pgri Wates,5.0
959,Institut Keguruan Dan Ilmu Pendidikan Saraswati,8.0
960,Institut Keguruan Dan Ilmu Pendidikan Siliwangi,4.0
961,Institut Keguruan Dan Ilmu Pendidikan Veteran Jawa Tengah,6.0
962,Institut Keguruan Dan Teknologi Larantuka,15.0
963,Institut Keislaman Abdullah Faqih (Inkafa) Manyar Gresik,
964,Institut Keislaman Abdullah Faqih Manyar Gresik,
965,Institut Kesehatan Dan Bisnis Kurnia Jaya Persada,
966,Institut Kesehatan Dan Bisnis St. Fatimah Mamuju,
967,Institut Kesehatan Dan Bisnis Surabaya,7.0
968,Institut Kesehatan Deli Husada Deli Tua,
969,Institut Kesehatan Deli Husada Delitua,
970,Institut Kesehatan Helvetia,1.0
971,Institut Kesehatan Indonesia,3.0
972,Institut Kesehatan Medistra Lubuk Pakam,
973,Institut Kesehatan Mitra Bunda Persada,10.0
974,Institut Kesehatan Prima Nusantara Bukittinggi,10.0
975,Institut Kesehatan Rajawali,
976,Institut Kesehatan Sumatera Utara,1.0
977,Institut Kesenian Jakarta - Lpkj,3.0
978,Institut Keu Perbankan Dan Inf Asia Perbanas,3.0
979,Institut Keuangan Perbankan Dan Informatika Asia Perbanas,3.0
980,Institut Keuangan-Perbankan Dan Informatika Asia Perbanas,3.0
981,Institut Komunikasi Dan Bisnis LSPR,3.0
982,Institut Kristen Borneo,
983,Institut Manajemen Koperasi Indonesia,4.0
984,Institut Manajemen Wiyata Indonesia,4.0
985,Institut Maritim Prasetiya Mandiri,2.0
986,Institut Medika Drg. Suherman,
987,Institut Parahikma Indonesia,
988,Institut Pariwisata Dan Bisnis Internasional,8.0
989,Institut Pembina Rohani Islam (Iprija) Jakarta,
990,Institut Pembina Rohani Islam Jakarta,
991,Institut Pemerintahan Dalam Negeri,
992,Institut Pemerintahan Dalam Negeri Jatinangor,
993,Institut Pendidikan Indonesia Garut,4.0
994,Institut Pendidikan Nusantara Global,8.0
995,Institut Pendidikan Tapanuli Selatan,1.0
996,Institut Pertanian Bogor,
997,Institut Pertanian Intan,5.0
998,Institut Pertanian Intan Yogyakarta,5.0
999,Institut Pertanian Malang,7.0
1000,Institut Pertanian Stiper,5.0
1001,Institut Pesantren Kh. Abdul Chalim Pacet Mojokerto,
1002,Institut Pesantren Mathaliul Falah Pati Jawa Tengah,
1003,Institut Pesantren Sunan Drajat Lamongan,
1004,Institut Ptiq Jakarta,
1005,Institut Sains Dan Teknologi Nasional,3.0
1006,Institut Sains Al-Qur'An Syekh Ibrahim Pasir Pangaraian Rokan Hulu,
1007,Institut Sains Dan Bisnis Atma Luhur,2.0
1008,Institut Sains Dan Kesehatan Bone,
1009,Institut Sains Dan Teknologi Akprind,5.0
1010,Institut Sains Dan Teknologi Al-Kamal,3.0
1011,Institut Sains Dan Teknologi Annuqayah,7.0
1012,Institut Sains Dan Teknologi Indonesia Manokwari,14.0
